Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
1B,Chrome 116.0.0.0,,,2023-08-24 23:29:58,2023-08-24 23:34:05,4m - 7.071s,FAILED
,,,,,,,
Test Cases/01 B/01_register_email_positive_email,Chrome 116.0.0.0,,,2023-08-24 23:29:58,2023-08-24 23:30:26,27.730s,PASSED
"openBrowser("""")",Chrome 116.0.0.0,,,2023-08-24 23:29:58,2023-08-24 23:30:00,2.082s,PASSED
maximizeWindow(),Chrome 116.0.0.0,,,2023-08-24 23:30:00,2023-08-24 23:30:01,0.184s,PASSED
"navigateToUrl(""https://www.ruangmom.com/"")",Chrome 116.0.0.0,,,2023-08-24 23:30:01,2023-08-24 23:30:02,1.554s,PASSED
delay(10),Chrome 116.0.0.0,,,2023-08-24 23:30:02,2023-08-24 23:30:12,10.026s,PASSED
"if (verifyElementPresent(findTestObject(""Object Repository/mom_register/Page_Informasi Kehamilan dan Keuangan bagi Ibu Hamil - RuangMom/div_Ingin mendapatkan informasi terbaru dari RuangmomAktifkan notifikasi sekarang.AktifkanLain kali""), 20))",Chrome 116.0.0.0,,,2023-08-24 23:30:12,2023-08-24 23:30:13,0.747s,PASSED
"if (verifyElementPresent(findTestObject(""Object Repository/mom_register/Page_Informasi Kehamilan dan Keuangan bagi Ibu Hamil - RuangMom/verif2""), 20))",Chrome 116.0.0.0,,,2023-08-24 23:30:13,2023-08-24 23:30:14,0.916s,PASSED
"click(findTestObject(""Object Repository/mom_register/Page_Daftar Ruangmom  Buat Akun Baru/button_Daftar menggunakan e-mail""))",Chrome 116.0.0.0,,,2023-08-24 23:30:14,2023-08-24 23:30:15,0.600s,PASSED
"click(findTestObject(""Object Repository/mom_register/Page_Daftar Ruangmom  Buat Akun Baru/input_E-mail_form_daftar_email""))",Chrome 116.0.0.0,,,2023-08-24 23:30:15,2023-08-24 23:30:15,0.567s,PASSED
"setText(findTestObject(""Object Repository/mom_register/Page_Daftar Ruangmom  Buat Akun Baru/input_E-mail_form_daftar_email""), ""ayuadis123@gmail.com"")",Chrome 116.0.0.0,,,2023-08-24 23:30:15,2023-08-24 23:30:16,0.746s,PASSED
"setText(findTestObject(""Object Repository/mom_register/Page_Daftar Ruangmom  Buat Akun Baru/input_Kata Sandi_form_daftar_password""), ""Ayu123"")",Chrome 116.0.0.0,,,2023-08-24 23:30:16,2023-08-24 23:30:17,1.104s,PASSED
"setText(findTestObject(""Object Repository/mom_register/Page_Daftar Ruangmom  Buat Akun Baru/re-pass""), ""Ayu123"")",Chrome 116.0.0.0,,,2023-08-24 23:30:17,2023-08-24 23:30:18,1.217s,PASSED
"setText(findTestObject(""Object Repository/mom_register/Page_Daftar Ruangmom  Buat Akun Baru/input_Nama panggilan Mom_form_daftar_nick_name""), ""Bunda"")",Chrome 116.0.0.0,,,2023-08-24 23:30:18,2023-08-24 23:30:19,1.118s,PASSED
"click(findTestObject(""Object Repository/mom_register/Page_Daftar Ruangmom  Buat Akun Baru/input_Nama panggilan Mom_ant-radio-input""))",Chrome 116.0.0.0,,,2023-08-24 23:30:19,2023-08-24 23:30:20,0.468s,PASSED
"click(findTestObject(""Object Repository/mom_register/Page_Daftar Ruangmom  Buat Akun Baru/button_Daftar""))",Chrome 116.0.0.0,,,2023-08-24 23:30:20,2023-08-24 23:30:20,0.360s,PASSED
delay(5),Chrome 116.0.0.0,,,2023-08-24 23:30:20,2023-08-24 23:30:25,5.012s,PASSED
closeBrowser(),Chrome 116.0.0.0,,,2023-08-24 23:30:25,2023-08-24 23:30:26,0.642s,PASSED
,,,,,,,
Test Cases/01 B/02_register_email_negative_email_scenario,Chrome 116.0.0.0,,,2023-08-24 23:30:26,2023-08-24 23:30:38,12.592s,PASSED
"openBrowser("""")",Chrome 116.0.0.0,,,2023-08-24 23:30:26,2023-08-24 23:30:27,1.121s,PASSED
maximizeWindow(),Chrome 116.0.0.0,,,2023-08-24 23:30:27,2023-08-24 23:30:27,0.143s,PASSED
"navigateToUrl(""https://www.ruangmom.com/"")",Chrome 116.0.0.0,,,2023-08-24 23:30:27,2023-08-24 23:30:29,1.633s,PASSED
delay(5),Chrome 116.0.0.0,,,2023-08-24 23:30:29,2023-08-24 23:30:34,5.012s,PASSED
"if (verifyElementPresent(findTestObject(""Object Repository/mom_register/Page_Informasi Kehamilan dan Keuangan bagi Ibu Hamil - RuangMom/div_Ingin mendapatkan informasi terbaru dari RuangmomAktifkan notifikasi sekarang.AktifkanLain kali""), 20))",Chrome 116.0.0.0,,,2023-08-24 23:30:34,2023-08-24 23:30:35,0.671s,PASSED
"if (verifyElementPresent(findTestObject(""Object Repository/mom_register/Page_Informasi Kehamilan dan Keuangan bagi Ibu Hamil - RuangMom/verif2""), 20))",Chrome 116.0.0.0,,,2023-08-24 23:30:35,2023-08-24 23:30:36,0.912s,PASSED
"click(findTestObject(""Object Repository/mom_register/Page_Daftar Ruangmom  Buat Akun Baru/button_Daftar menggunakan e-mail""))",Chrome 116.0.0.0,,,2023-08-24 23:30:36,2023-08-24 23:30:36,0.575s,PASSED
"click(findTestObject(""Object Repository/mom_register/Page_Daftar Ruangmom  Buat Akun Baru/input_E-mail_form_daftar_email""))",Chrome 116.0.0.0,,,2023-08-24 23:30:36,2023-08-24 23:30:37,0.567s,PASSED
